aggregateid,siteid,sitename,diatomdatasetid,waterchemdatasetid,aggregatedatasetname,aggregatedatasethandle
10,28911,E. Devils,54058,54122,Northern Great Plains - Fritz,NGPL-Fritz
10,9679,Elbow Lake,54059,54123,Northern Great Plains - Fritz,NGPL-Fritz
10,18983,Fife,54060,54125,Northern Great Plains - Fritz,NGPL-Fritz
10,28912,Fishing,54061,54126,Northern Great Plains - Fritz,NGPL-Fritz
10,9682,Free Peoples Lake,54062,54127,Northern Great Plains - Fritz,NGPL-Fritz
10,9681,Lake George,54063,54128,Northern Great Plains - Fritz,NGPL-Fritz
10,9767,Hazelden Lake,54064,54129,Northern Great Plains - Fritz,NGPL-Fritz
10,9702,Lake Herman,54065,54130,Northern Great Plains - Fritz,NGPL-Fritz
10,9750,Horseshoe Lake,54066,54131,Northern Great Plains - Fritz,NGPL-Fritz
10,13631,Humboldt Lake,54067,54132,Northern Great Plains - Fritz,NGPL-Fritz
10,9703,Lake Isabel,54068,54133,Northern Great Plains - Fritz,NGPL-Fritz
10,19033,Lenore,54069,54134,Northern Great Plains - Fritz,NGPL-Fritz
10,28913,Long,54070,54135,Northern Great Plains - Fritz,NGPL-Fritz
10,9776,Lake Madison,54072,54136,Northern Great Plains - Fritz,NGPL-Fritz
10,1676,Medicine Lake,54073,54138,Northern Great Plains - Fritz,NGPL-Fritz
10,9732,"Devils Lake, Mission Bay",54074,54139,Northern Great Plains - Fritz,NGPL-Fritz
10,1711,Moon Lake,54075,54140,Northern Great Plains - Fritz,NGPL-Fritz
10,9772,Lake Norden,54076,54143,Northern Great Plains - Fritz,NGPL-Fritz
10,9678,Lake Oakwood,54077,54144,Northern Great Plains - Fritz,NGPL-Fritz
10,18495,Opunitia,54078,54145,Northern Great Plains - Fritz,NGPL-Fritz
10,28914,Piyas,54079,54146,Northern Great Plains - Fritz,NGPL-Fritz
10,9775,Lake Poinsett,54080,54147,Northern Great Plains - Fritz,NGPL-Fritz
10,28915,Porter,54081,54148,Northern Great Plains - Fritz,NGPL-Fritz
10,28916,Rabbit,54082,54149,Northern Great Plains - Fritz,NGPL-Fritz
10,17712,Redberry Lake,54083,54150,Northern Great Plains - Fritz,NGPL-Fritz
10,28917,Reflex,54084,54151,Northern Great Plains - Fritz,NGPL-Fritz
10,28918,Roslyn Pond,54085,54152,Northern Great Plains - Fritz,NGPL-Fritz
10,9680,Round Lake,54086,54153,Northern Great Plains - Fritz,NGPL-Fritz
10,9715,Round Lake,54087,54154,Northern Great Plains - Fritz,NGPL-Fritz
10,9701,Roy Lake,54088,54155,Northern Great Plains - Fritz,NGPL-Fritz
10,28919,Sayer,54089,54156,Northern Great Plains - Fritz,NGPL-Fritz
10,9749,Shin Bone Lake,54090,54158,Northern Great Plains - Fritz,NGPL-Fritz
10,9739,Spring Lake,54091,54159,Northern Great Plains - Fritz,NGPL-Fritz
10,1222,Spiritwood Lake,54092,54160,Northern Great Plains - Fritz,NGPL-Fritz
10,9704,Stink Lake,54093,54161,Northern Great Plains - Fritz,NGPL-Fritz
10,9709,Stink Lake,54094,54162,Northern Great Plains - Fritz,NGPL-Fritz
10,28920,Tramping,54095,54163,Northern Great Plains - Fritz,NGPL-Fritz
10,9716,Twin Lakes (Be),54096,54164,Northern Great Plains - Fritz,NGPL-Fritz
10,1997,Wakaw,54097,54165,Northern Great Plains - Fritz,NGPL-Fritz
10,18114,Waldsea,54098,54166,Northern Great Plains - Fritz,NGPL-Fritz
10,11764,Waubay Lake,54099,54167,Northern Great Plains - Fritz,NGPL-Fritz
10,9763,West Stump Lake,54100,54170,Northern Great Plains - Fritz,NGPL-Fritz
10,8556,Alkaline,,54107,Northern Great Plains - Fritz,NGPL-Fritz
10,28921,Antelope,,54108,Northern Great Plains - Fritz,NGPL-Fritz
10,28922,Aroma,,54109,Northern Great Plains - Fritz,NGPL-Fritz
10,9651,Bitter (US),,54113,Northern Great Plains - Fritz,NGPL-Fritz
10,9764,E. Stump,,54124,Northern Great Plains - Fritz,NGPL-Fritz
10,28923,Manito,,54137,Northern Great Plains - Fritz,NGPL-Fritz
10,28924,Muskiki,,54141,Northern Great Plains - Fritz,NGPL-Fritz
10,28925,N. Blaine,,54142,Northern Great Plains - Fritz,NGPL-Fritz
10,28926,S. Blaine,,54157,Northern Great Plains - Fritz,NGPL-Fritz
10,28927,Whiteshore,,54168,Northern Great Plains - Fritz,NGPL-Fritz
10,28928,Willowbunch,,54169,Northern Great Plains - Fritz,NGPL-Fritz
11,26507,Amphitheater L.,46137,46182,Sierra Nevada Calibration - Whiting,SNEV-W
11,26508,Barney L.,46138,46183,Sierra Nevada Calibration - Whiting,SNEV-W
11,26509,Blue L.,46139,46184,Sierra Nevada Calibration - Whiting,SNEV-W
11,26510,Breeze L.,46140,46185,Sierra Nevada Calibration - Whiting,SNEV-W
11,26511,Bright Dot L.,46141,46186,Sierra Nevada Calibration - Whiting,SNEV-W
11,26512,Bullfrog L.,46142,46187,Sierra Nevada Calibration - Whiting,SNEV-W
11,26513,Columbine L.,46143,46188,Sierra Nevada Calibration - Whiting,SNEV-W
11,26514,Constance L.,46144,46189,Sierra Nevada Calibration - Whiting,SNEV-W
11,26515,Consultation L.,46145,46190,Sierra Nevada Calibration - Whiting,SNEV-W
11,9712,Convict L.,46146,46191,Sierra Nevada Calibration - Whiting,SNEV-W
11,26516,Cottonwood L.,46147,46192,Sierra Nevada Calibration - Whiting,SNEV-W
11,26517,Dade L.,46148,46193,Sierra Nevada Calibration - Whiting,SNEV-W
11,26518,Dragon L.,46149,46194,Sierra Nevada Calibration - Whiting,SNEV-W
11,26519,Eastern Brook L.,46150,46195,Sierra Nevada Calibration - Whiting,SNEV-W
11,13740,Eastern Twin L.,46151,46196,Sierra Nevada Calibration - Whiting,SNEV-W
11,26520,Edna L.,46152,46197,Sierra Nevada Calibration - Whiting,SNEV-W
11,26521,Emerald L.,46153,46198,Sierra Nevada Calibration - Whiting,SNEV-W
11,26522,Fairy Shrimp L.,46154,46199,Sierra Nevada Calibration - Whiting,SNEV-W
11,26523,Gem L.,46155,46200,Sierra Nevada Calibration - Whiting,SNEV-W
11,26524,Harriet L.,46156,46201,Sierra Nevada Calibration - Whiting,SNEV-W
11,26525,Heather (Tahoe) L.,46157,46202,Sierra Nevada Calibration - Whiting,SNEV-W
11,26526,Kearsarge L.,46158,46203,Sierra Nevada Calibration - Whiting,SNEV-W
11,26527,Kuna L. (11600),46159,46204,Sierra Nevada Calibration - Whiting,SNEV-W
11,26528,Lake 45,46160,46205,Sierra Nevada Calibration - Whiting,SNEV-W
11,26529,Lake 5,46161,46206,Sierra Nevada Calibration - Whiting,SNEV-W
11,26530,Lake Dorothy,46162,46207,Sierra Nevada Calibration - Whiting,SNEV-W
11,26531,Lake LeConte,46163,46208,Sierra Nevada Calibration - Whiting,SNEV-W
11,26532,U Lake Wit-So-Nah-Pah,46164,46209,Sierra Nevada Calibration - Whiting,SNEV-W
11,26533,Lower Cathedral L.,46165,46210,Sierra Nevada Calibration - Whiting,SNEV-W
11,13742,Lundy L.,46166,46211,Sierra Nevada Calibration - Whiting,SNEV-W
11,26534,Mosquito Lake 1,46167,46212,Sierra Nevada Calibration - Whiting,SNEV-W
11,26535,Mosquito Lake 3,46168,46213,Sierra Nevada Calibration - Whiting,SNEV-W
11,26536,Mosquito Lake 5,46169,46214,Sierra Nevada Calibration - Whiting,SNEV-W
11,26537,Parker Pass L.,46170,46215,Sierra Nevada Calibration - Whiting,SNEV-W
11,26538,Ruby L.,46171,46216,Sierra Nevada Calibration - Whiting,SNEV-W
11,26539,Summit L.,46172,46217,Sierra Nevada Calibration - Whiting,SNEV-W
11,26540,Tablemeadow L.,46173,46218,Sierra Nevada Calibration - Whiting,SNEV-W
11,26541,Upper Angora L.,46174,46219,Sierra Nevada Calibration - Whiting,SNEV-W
11,26542,Upper Frog L.,46175,46220,Sierra Nevada Calibration - Whiting,SNEV-W
11,26543,Upper Gaylor L.,46176,46221,Sierra Nevada Calibration - Whiting,SNEV-W
11,26544,Upper Granite L.,46177,46222,Sierra Nevada Calibration - Whiting,SNEV-W
11,26545,Upper Rae L.,46178,46223,Sierra Nevada Calibration - Whiting,SNEV-W
11,26546,Upper Treasure L.,46179,46224,Sierra Nevada Calibration - Whiting,SNEV-W
11,13741,Western Twin L.,46180,46225,Sierra Nevada Calibration - Whiting,SNEV-W
11,26547,Woods L.,46181,46226,Sierra Nevada Calibration - Whiting,SNEV-W
13,26224,Abanaki,49022,45824,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26225,Alder Brook Stream,49023,45825,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26226,Alexandra Lake,49024,45826,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26227,Aspetuck Reservoir,49025,45827,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26228,Barbadoes Pond,49026,45828,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26229,Barker Pond,49027,45829,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26230,Barrowsville Pond,49028,45830,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26231,Bartlett Pond,49029,45831,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26232,Batsto River Reservoir,49030,45832,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26233,Bear Pond,49031,45833,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26234,Bennett Lake,49032,45834,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,24385,Big Reed Pond,49033,45835,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,23285,Bissonette Pond,49034,45836,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26235,Black,49035,45837,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26236,Blenheim Gilboa Rese.,49036,45838,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26237,Blue Mountain Lake,49037,45839,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26238,Bog Pond,49038,45840,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26239,Briscoe Lake,49039,45841,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26240,Brueyer Pond,49040,45842,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26241,Burr Pond,49041,45843,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26242,Canobie Lake,49042,45844,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26243,Cedar Pond,49043,45845,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26244,Chaffin Pond,49044,45846,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26245,Chesham Pond,49045,45847,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26246,Childs Bog,49046,45848,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26247,Clear Lake,49661,45849,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26248,Clear Lake (Erie),49662,45850,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26249,Clough Pond,49663,45851,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26250,Collins Pond,49664,45852,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26251,Community Lake,49665,45853,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26252,Contention Pond,49666,45854,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26253,Cranberry Lake,49667,45855,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26254,Cranberry Pond,49668,45856,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26255,Crawford Lake,49669,45857,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26256,Cross Lake,49670,45858,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26257,Crystal Lake,49671,45859,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26258,Damariscotta Lake,49672,45860,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26259,Daretown Lake,49673,45861,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26260,Davis Pond,49674,45862,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26261,Depot Lake,49675,45863,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,24443,Dry Channel Pond,49676,45864,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26262,Dunklee Pond,49677,45865,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26263,East Branch Lake,49678,45866,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26264,East Creek Pond,49679,45867,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26265,Fairlee,49680,45868,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26266,Fall Mountain Lake,49681,45869,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,23369,Female Pond,49682,45870,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26267,First Debsconeag,49683,45871,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,13108,Flints Pond,49684,45872,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26268,Forth Chain Lake,49685,45873,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,23379,Fourth Machias Lake,49688,45874,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26269,French,49689,45875,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,23382,Gardner Pond,49690,45876,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,24289,Garnet Lake,49691,45877,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26270,Gerlach Pond,49692,45878,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26271,Glen Echo Pond,49693,45879,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26272,Graham Lake,49694,45880,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26273,Green Lake,49695,45881,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,13232,Greenwood Lake,49696,45882,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26274,Groton,49697,45883,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26275,Hancock Brook Lake,49698,45884,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26276,Harding Lakes,49699,45885,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26277,Harrington,49700,45886,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26278,Haunted Lake,49701,45887,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26279,Hemlock Reservoir,49702,45888,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26280,Hidden Lake,49703,45889,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26281,Highlands Forge Lake,49704,45890,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26282,Hitchins Pond,49705,45891,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26343,Holbrook Lake,49706,45961,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26344,Holbrook Pond,49707,45962,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26345,Holden Reservoir,49708,45963,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26346,Horseshoe Lake,49709,45964,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,25914,Horseshoe Pond,49710,45965,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26347,Horshoe Pond (Herkimer),49711,45966,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26348,Hot Pond,49712,45967,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,25916,Huff Pond,49713,45968,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,25917,Hunnewell,49714,45969,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26349,Hyde Lake,49715,45970,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26350,Indian Pond,49716,45971,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26351,Ingham Pond,49717,45972,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26352,Island Pond,49718,45973,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26353,Ivanhoe Pond,49719,45974,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26354,Joes,49720,45975,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26355,Kendall Reservoir,49721,45976,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26356,Kenoza Lake,49722,45977,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26357,Kingsbury Pond,49723,45978,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26358,Kingston Reservoir  #4,49724,45979,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26359,Kusumpe Pond,49725,45980,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26360,Lake Cathance,49726,45981,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26361,Lake Petonia,49727,45982,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26362,Lake Placid,49728,45983,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26363,Lake Pleasant,49729,45984,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26364,Lake Plymouth,49730,45985,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26365,Lake Whalom,49731,45986,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26366,Lake Wyola,49732,45987,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26367,Lily Pond,49733,45988,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26368,Lithia Springs Reservoir,49734,45989,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26369,Little Black Ponds,49735,45990,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26370,Little Cedar Pond,49736,45991,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26371,Little Creeks Pond,49737,45992,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26372,Little Falls Pond,49738,45993,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26373,Little Lilly Pond,49739,45994,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26374,Little Moose Lake,49740,45995,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26375,Little Papoose Pond,49741,45996,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26376,Little Reed Pond,49742,45997,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26377,Lizard Pond,49743,,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26378,Long Pond 256,49744,,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26379,Long Pond,49745,45998,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26380,Loon Lake,49746,45999,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26381,Lower Oxbrook Lake,49747,46000,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26382,Lucky Pond,49748,46001,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26383,Mansi's Pond,49749,46002,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26384,Maranacook Lake,49750,46003,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26385,Mashapoag,49751,46004,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26386,Masick's Pond,49752,46005,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26387,Massabesic Lake,49753,46006,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26388,Mattanawcook Pond,49754,46007,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26389,Medford Lakes,49755,46008,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26390,Melody Lake,49756,46009,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26391,Midnight Pond,49757,46010,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26392,Mill Brook Pond,49758,46011,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26393,Mirror Lake,49759,,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,22384,Mirror Lake (Carroll),49760,46012,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26394,Mirror Lake (Herkimer),49761,46013,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26395,Mohawk Pool,49762,46014,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26396,Moody Pond,49763,46015,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26397,Moose Pond,49764,46016,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26398,Mosko Pond,49765,46017,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26399,Mountain Brook Pond,49766,46018,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,25935,Mountain Pond,49767,46019,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26400,Mountaindale Reservoir,49768,46020,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26401,Moxie Pond,49769,46021,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26402,Mud Pond,49770,,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26403,Mud Pond (Piscataquis),49771,,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26404,Mud Pomd (Hamilton),49772,46022,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26405,Mud Pond (VT),49773,46023,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26406,Muddy Brook Pond,49774,46024,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26407,Muddy Pond,49775,46025,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26408,Munsungan Lake,49776,46026,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26409,Nesowadnehunk,49777,46027,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26410,Nesowadnehunk Lake,49778,46028,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26411,Neversink Reservoir,49779,46029,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26412,New Croton Reservoir,49780,46030,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26413,No Name,49781,46031,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26414,No Name (Hamilton),49782,46032,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26415,No Name (Cortland),49783,46033,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26416,No Name (Caledonia,49784,46034,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26417,No Name (Owego Ibm Pond),49785,46035,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26418,No Name (Renzo Pond),49786,46036,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,13105,North Springfield Reservoir,49787,46037,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26419,Nubanusit,49788,46038,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26420,Number Six Reservoir,49789,46039,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26421,Oakwood Lakes,49790,46040,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26422,Oscawanna Lake,49791,46041,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26423,Otter Pond,49792,46042,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26424,Oxoboxo Lake,49793,46043,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26425,Palmer Pond,49794,46044,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26426,Panther Pond,49795,46045,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26427,Pearl Lake,49796,46046,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26428,Pine Stream Flowage,49797,46047,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26429,Piseco Lake,49798,46048,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,24649,Pleasant Lake,49799,46049,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26430,Pleasant Valley Lake,49800,46050,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26431,Pond North Hills Corner,49801,46051,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26432,Poolville Pond,49802,46052,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26433,Pratt Pond,49803,46053,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26434,Proctor Pond,49804,46054,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26435,Queen Lake,49805,46055,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26436,Quidnick Reservoir,49806,46056,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26437,Reservoir No. 1,49807,46057,EPA EMAP Northeast Surface Waters,EMAP-NESW
